Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Vibration_RMS_mm_s,Running_Hours,Status,Label,Reason
7.57,89.14,2.51,0.017,3.84,2335.8,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
29.69,72.93,3.07,0.164,1.57,600.3,Normal,0,None
56.13,76.6,3.73,0.36,6.92,1483,Critical,2,Line pressure critically high (>3.6 bar)
51.61,103.79,3.12,0.19,3.19,1149.4,Warning,1,Oil temperature in warning range (90-105°C)
46.87,75.28,3.01,0.04,3.1,582,Normal,0,None
28.72,64.43,3.03,0.22,3.87,1302.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
48.21,84.48,2.85,0.452,8.14,2073.1,Critical,2,Vibration critical (>7 mm/s)
64.03,100.86,2.58,0.17,5.25,1876.9,Warning,1,Multiple parameters in warning range
30.89,77.03,3.03,0.109,3.84,154.4,Normal,0,None
54.25,62.47,3.15,0.054,5.73,1067.8,Warning,1,Vibration in warning range (4-7 mm/s)
1.89,80.48,2.51,0.181,2.98,1486.8,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
29.68,79.49,2.98,0.098,1.12,1428.3,Normal,0,None
58.56,61.13,2.77,0.19,2.89,1151.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
58.09,100.79,2.86,0.249,3.99,2461.9,Warning,1,Multiple parameters in warning range
43.76,83.96,2.8,0.114,1.48,1990.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
28.93,82.39,2.85,0.152,2.84,881.7,Normal,0,None
37.9,102.98,2.56,0.62,4.66,2108.6,Critical,2,Filter choking (High temperature + High ΔP)
55.3,75.31,2.87,0.054,1.33,208.9,Normal,0,None
25.6,87.26,2.86,0.111,1.3,1439.3,Normal,0,None
44.44,87.77,3.01,0.226,3.58,335.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
44.75,77.05,2.99,0.185,1.63,552.2,Normal,0,None
31.07,81.17,2.81,0.171,4.09,115.9,Warning,1,Vibration in warning range (4-7 mm/s)
55.53,101.57,2.81,0.304,4.84,2229.8,Warning,1,Multiple parameters in warning range
29.04,69.05,3.12,0.366,2.67,185.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
49.85,107.54,2.97,0.326,3.76,2201.8,Critical,2,Oil temperature critical (>105°C)
51.66,63.68,3.33,0.157,3.1,1695.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
45.38,83.06,3.42,0.037,4.03,1155.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.85,100.43,3.24,0.169,2.99,2074.7,Warning,1,Multiple parameters in warning range
44.77,67.33,2.98,0.184,5.34,398.8,Warning,1,Vibration in warning range (4-7 mm/s)
7.19,65.32,2.09,0.094,2.57,843.9,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
42.3,97.13,3.02,0.279,3.66,1846.1,Warning,1,Oil temperature in warning range (90-105°C)
56.84,101.3,2.64,0.32,5.08,2498.5,Warning,1,Multiple parameters in warning range
33.04,88.72,3.21,0.106,1.6,941.9,Normal,0,None
41.49,76.05,3.57,0.01,0.58,1456.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
51.78,75.1,2.92,0.051,3.34,222.5,Normal,0,None
63.14,99.76,2.95,0.281,3.7,1828.5,Warning,1,Multiple parameters in warning range
34.16,81.28,2.89,0.286,4.74,2935.9,Warning,1,Service interval warning (2000-3000 hrs)
37.05,77.81,3.46,0.175,3.35,983.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
31.4,72.61,2.79,0.035,0.86,926.9,Normal,0,None
44.21,80.97,2.84,0.139,3.01,2225.5,Warning,1,Service interval warning (2000-3000 hrs)
54.93,66.92,3.13,0.184,2.98,1075.4,Normal,0,None
59.54,79.81,2.98,0.302,2.85,192.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
36.5,70.56,3.32,0.71,0.35,1423.6,Critical,2,Filter choked (ΔP >0.5 bar)
26.15,86.78,2.98,0.372,3.42,1661.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
73.38,75.47,3.26,0.151,9.67,1907.2,Critical,2,Bearing/Alignment issue (High current + High vibration)
66,72.46,3.12,0.145,1.88,802.3,Warning,1,Motor current in warning range (60-70A)
48,91.96,3.03,0.295,0.34,637,Warning,1,Oil temperature in warning range (90-105°C)
26.62,95.72,2.66,0.608,6.98,4965.4,Critical,2,Service critical (>3000 hrs) - Service required
42.38,62.67,2.46,0.003,0.32,721.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
28.39,82.31,2.82,0.131,3.28,1001.8,Normal,0,None
37.32,72.82,2.88,0.106,0.91,1470.2,Normal,0,None
33.74,78.89,2.68,0.173,0.15,1978.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
49.35,69.43,2.83,0.305,4.6,4185.9,Critical,2,Service critical (>3000 hrs) - Service required
28.01,64.56,3.05,0.203,4.59,2948.5,Warning,1,Service interval warning (2000-3000 hrs)
40.18,64.95,2.62,0.129,3.87,1469.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
44.59,71.04,2.84,0.185,3.07,803.9,Normal,0,None
54.81,91.65,2.57,0.177,3.15,2131.3,Warning,1,Multiple parameters in warning range
53.4,62.17,2.87,0.148,3.81,1714.6,Normal,0,None
57.57,94.32,2.84,0.282,1.33,762.7,Warning,1,Oil temperature in warning range (90-105°C)
37.83,88.58,3.11,0.169,1.21,1284.4,Normal,0,None
42.32,89.6,3.63,0.194,1.77,2127.1,Critical,2,Line pressure critically high (>3.6 bar)
27.97,72.34,2.62,0.036,2.22,296.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
41.34,80.73,2.92,0.116,2.97,678.4,Normal,0,None
35.35,69.37,3.55,0.176,1.81,1935,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.01,94.21,2.93,0.173,1.58,791.1,Warning,1,Oil temperature in warning range (90-105°C)
59.23,84.61,2.92,0.013,1.64,398.4,Normal,0,None
4.73,64.28,2.55,0.111,2.29,2955.4,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
34.33,101.86,3.14,0.773,6.75,1058.9,Critical,2,Filter choking (High temperature + High ΔP)
57.01,59.51,2.88,0.235,0.44,949.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
36.88,65.6,3.22,0.766,6.34,2623.2,Critical,2,Filter choked (ΔP >0.5 bar)
51.97,73.53,2.92,0.05,2.06,1500.7,Normal,0,None
56.97,76.68,2.64,0.025,3.13,1849.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
37.75,79.42,3.13,0.07,5.21,1173.9,Warning,1,Vibration in warning range (4-7 mm/s)
74.43,103,3.03,0.381,8.42,1010.8,Critical,2,Bearing/Alignment issue (High current + High vibration)
51.33,78.95,2.65,0.041,9.81,236.5,Critical,2,Vibration critical (>7 mm/s)
52.54,86.77,3.04,0.219,0.37,1902.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
47.91,79.73,3,0.133,2.19,1607.8,Normal,0,None
40.66,100.37,3,0.199,3.19,810.2,Warning,1,Oil temperature in warning range (90-105°C)
66.23,77.11,2.35,0.062,1.54,551.2,Critical,2,Line pressure critically low (<2.4 bar)
34.95,77.6,3.14,0.075,3.64,504.4,Normal,0,None
40.16,77.09,2.82,0.168,3.55,699,Normal,0,None
64.09,75.2,2.97,0.165,3.05,1724,Warning,1,Motor current in warning range (60-70A)
35.37,84.42,3.06,0.137,2.96,2991.3,Warning,1,Service interval warning (2000-3000 hrs)
26.54,72.57,2.94,0.157,6.13,1087.9,Warning,1,Vibration in warning range (4-7 mm/s)
35.05,67.47,3.01,0.236,2.2,2562.3,Warning,1,Service interval warning (2000-3000 hrs)
71.77,99.17,3.08,0.112,9.02,823.6,Critical,2,Bearing/Alignment issue (High current + High vibration)
70.72,84.34,2.69,0.447,6.35,2190.3,Critical,2,Motor current critical (>70A)
44.89,62.09,3,0.247,2.47,1083.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
57.14,90.74,3.58,0.046,3.39,253.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.64,69.99,2.92,0.193,2.4,579.5,Normal,0,None
25.78,82.88,2.96,0.223,1.45,135.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
41.37,96.08,3.34,0.311,5.71,3191.9,Critical,2,Service critical (>3000 hrs) - Service required
71.81,86.76,2.7,0.282,10.04,1846.6,Critical,2,Bearing/Alignment issue (High current + High vibration)
51.65,76.87,3.24,0.142,2.65,1055.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
65.46,102.08,3.09,0.324,5.41,1680.6,Warning,1,Multiple parameters in warning range
1.11,78.4,2.79,0.177,3.15,1687.8,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
28.71,83.82,3.13,0.021,1.9,1718,Normal,0,None
54.77,88.18,3.28,0.032,2.2,956.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.32,85.97,2.92,0.024,2.6,174.7,Normal,0,None
57.33,82.94,3.18,0.016,3.74,619.4,Normal,0,None
30.62,80.24,3.47,0.024,0.28,876.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
44.44,73.66,2.59,0.017,2.04,39.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
69.12,87.32,2.29,0.365,3.7,2605.2,Critical,2,Air leak/Airend wear (High current + Low pressure)
46.22,83.81,3.07,0.086,1.45,535.3,Normal,0,None
73.94,84.21,2.68,0.14,8.33,17.1,Critical,2,Bearing/Alignment issue (High current + High vibration)
50.71,85.58,3.7,0.115,5.02,1381.3,Critical,2,Line pressure critically high (>3.6 bar)
32.73,75.67,2.6,0.074,1.42,361.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
40.02,75.92,2.94,0.112,0.9,1573.1,Normal,0,None
41.26,90.14,2.99,0.639,1.49,271.1,Critical,2,Filter choked (ΔP >0.5 bar)
34.24,61.03,3,0.049,1.73,936,Normal,0,None
73.55,109.19,2.98,0.28,6.87,991.2,Critical,2,Oil temperature critical (>105°C)
37.92,68.4,2.81,0.068,0.54,483.4,Normal,0,None
46.5,62.98,3.05,0.145,1.08,1135.6,Normal,0,None
30.59,85.68,3.09,0.02,2.9,1598.7,Normal,0,None
57.87,88.3,2.92,0.195,3.77,1892.9,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
36.04,94.49,2.95,0.287,1.68,229.9,Warning,1,Oil temperature in warning range (90-105°C)
29.79,80.7,3.16,0.183,2.48,2603,Warning,1,Service interval warning (2000-3000 hrs)
55.06,74.58,2.96,0.097,5.97,1063.6,Warning,1,Vibration in warning range (4-7 mm/s)
43.96,93.24,1.87,0.123,4.51,605.4,Critical,2,Line pressure critically low (<2.4 bar)
48.19,83.04,2.95,0.096,0.37,196.3,Normal,0,None
40.24,67.82,3.12,0.091,2.68,21.8,Normal,0,None
45.54,83.6,2.85,0.118,4.72,2878.1,Warning,1,Service interval warning (2000-3000 hrs)
61.81,97.64,2.78,0.224,4,2096,Warning,1,Multiple parameters in warning range
51.64,86.28,3.15,0.169,1.33,55.3,Normal,0,None
28.17,69.34,2.76,0.051,1.58,1745.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
64.74,60.16,2.95,0.031,1.65,620.2,Warning,1,Motor current in warning range (60-70A)
51.72,91.74,2.99,0.361,1.59,1241.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
69.47,73.21,2.93,0.178,1.4,1829.5,Warning,1,Motor current in warning range (60-70A)
40.55,67.52,3.13,0.17,1.97,1252.5,Normal,0,None
63.96,71.86,2.1,0.398,0.82,502.9,Critical,2,Line pressure critically low (<2.4 bar)
26.58,88.33,2.86,0.138,1.44,1010.1,Normal,0,None
38.07,88.08,3.33,0.501,6.18,4506.8,Critical,2,Service critical (>3000 hrs) - Service required
59.17,62.63,2.87,0.137,3.15,2652.5,Warning,1,Service interval warning (2000-3000 hrs)
41.64,74.47,2.65,0.132,1.21,175.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
28.27,64.03,3.03,0.271,3.58,1451.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
47.56,80.54,3.04,0.213,1.97,1557.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
54.08,76.65,3.11,0.022,1.62,1766.7,Normal,0,None
39.61,77.75,3.1,0.365,0,169.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
43.94,88.1,2.85,0.184,0.85,43.4,Normal,0,None
63.67,84.55,2.83,0.192,2.59,1361.6,Warning,1,Motor current in warning range (60-70A)
53.04,72.11,3.48,0.088,2.58,1232.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
49.23,88.23,3.33,0.586,6,3661.1,Critical,2,Service critical (>3000 hrs) - Service required
42.11,70.51,2.94,0.135,1.6,1775.7,Normal,0,None
54.25,59.71,3.54,0.11,3.3,796,Warning,1,Line pressure high warning (3.2-3.6 bar)
49.52,76.92,3.09,0.123,0.14,1437.2,Normal,0,None
28.77,71.48,2.95,0.073,2.16,190.9,Normal,0,None
63.91,70.85,2.98,0.034,1.84,1637,Warning,1,Motor current in warning range (60-70A)
63.87,70.77,3.2,0.161,1.98,587.3,Warning,1,Motor current in warning range (60-70A)
53.01,65.24,2.84,0.084,4.44,1923.7,Warning,1,Vibration in warning range (4-7 mm/s)
25.77,79.98,2.95,0.294,3.4,1784.9,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
59.25,76.09,2.6,0.11,3.15,220.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
41.68,87.63,3.15,0.135,2.76,2209.7,Warning,1,Service interval warning (2000-3000 hrs)
38.39,84.42,3.03,0.174,0.29,1323.2,Normal,0,None
42.69,98.48,2.8,0.177,1.97,618.7,Warning,1,Oil temperature in warning range (90-105°C)
44.89,64.94,3.58,0.121,1.9,858.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
59.72,96.02,3.1,0.556,5.19,3439.5,Critical,2,Service critical (>3000 hrs) - Service required
44.42,83.8,2.81,0.129,2.71,704.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
40.91,75.14,2.87,0.038,1.03,839.8,Normal,0,None
39.86,65.52,2.9,0.112,1.99,688.3,Normal,0,None
70.03,84.02,3.06,0.066,0.35,882.6,Warning,1,Motor current in warning range (60-70A)
56.65,67.08,2.5,0.193,2.25,1967.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
41.95,67.08,2.82,0.088,2.45,1668.2,Normal,0,None
6.46,69.64,2.23,0.105,3.44,1729.4,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
49.18,71.52,2.73,0.177,1.58,256.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
51.81,66.38,3.01,0.177,2.11,480.5,Normal,0,None
47.47,85.02,2.65,0.166,3.3,413.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
69.58,62.55,3.06,0.096,2.22,1182,Warning,1,Motor current in warning range (60-70A)
70.01,78.46,2.53,0.285,0.64,2703.1,Critical,2,Motor current critical (>70A)
48.56,88.88,2.96,0.028,1.94,1591.6,Normal,0,None
27.83,96.44,2.79,0.264,2.78,1499.5,Warning,1,Oil temperature in warning range (90-105°C)
27.99,86.01,3.23,0.009,1.46,1833.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.85,89.86,3.06,0.291,5.24,2397.3,Warning,1,Multiple parameters in warning range
60.53,104.06,2.57,0.205,3.67,2161.9,Warning,1,Multiple parameters in warning range
45.6,65.28,3.02,0.168,4.88,256.2,Warning,1,Vibration in warning range (4-7 mm/s)
51.85,61.2,2.66,0.178,0.3,1388.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
40.47,91.64,3.11,0.07,7.42,1751.4,Critical,2,Vibration critical (>7 mm/s)
49.6,97.1,2.76,0.641,7.54,3189.7,Critical,2,Service critical (>3000 hrs) - Service required
36.51,93.6,3.18,0.254,3.74,35.9,Warning,1,Oil temperature in warning range (90-105°C)
69.78,77.69,2.84,0.1,0.16,1373.6,Warning,1,Motor current in warning range (60-70A)
59.15,67.56,2.87,0.424,1.54,186.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
30.77,59.65,3.24,0.07,3.69,534.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
29.66,82.79,3,0.142,3.64,2306.1,Warning,1,Service interval warning (2000-3000 hrs)
42.69,63.31,3.16,0,4.63,1806,Warning,1,Vibration in warning range (4-7 mm/s)
62.88,78.36,3.02,0.159,2.07,820.6,Warning,1,Motor current in warning range (60-70A)
44.5,75.74,2.58,0.089,3.75,887.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
28.97,78.03,2.61,0.087,3.59,952.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
48.81,65.63,2.36,0.291,3.16,2017.1,Critical,2,Line pressure critically low (<2.4 bar)
51.19,94.59,3.68,0.121,5.3,2217.6,Critical,2,Line pressure critically high (>3.6 bar)
29.34,73.15,2.52,0.02,1.15,602.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
27,65.68,3.02,0.129,0.35,896.8,Normal,0,None
49.95,89.69,3.11,0.066,1.52,1679.2,Normal,0,None
60.04,102.94,3.49,0.287,5.74,2166.8,Warning,1,Multiple parameters in warning range
65.54,67.72,3.2,0.134,1.88,1101.4,Warning,1,Motor current in warning range (60-70A)
26.48,88.38,3.15,0.299,3.89,2143.8,Warning,1,Service interval warning (2000-3000 hrs)
27.7,83.25,2.84,0.025,0.53,765.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
27.05,82.66,3.12,0.128,5.68,1221.8,Warning,1,Vibration in warning range (4-7 mm/s)
69.47,103.69,3.22,0.513,2.48,2467.5,Critical,2,Filter choking (High temperature + High ΔP)
56.98,62.93,2.9,0.09,2.62,125.7,Normal,0,None
55.36,98.3,2.58,0.253,5.04,1563.3,Warning,1,Multiple parameters in warning range
68.01,94.54,3.06,0.372,5.44,1743.1,Warning,1,Multiple parameters in warning range
41.7,76.28,3.19,0.293,0.26,1631.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
29.65,83.18,2.43,0.097,3.64,136.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
53.94,64.84,2.94,0.018,3.73,341.9,Normal,0,None
1.38,61.82,2.4,0.109,1.36,2724.6,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
59.11,80.4,3.15,0.089,1.82,118.2,Normal,0,None
49.49,98.7,2.18,0.432,0.93,1133.7,Critical,2,Line pressure critically low (<2.4 bar)
69.87,87.02,3.04,0.355,4.84,2238.9,Warning,1,Multiple parameters in warning range
58.51,72.05,2.92,0.039,3.81,109.6,Normal,0,None
30.12,78.95,2.94,0.206,4.02,902.9,Warning,1,Vibration in warning range (4-7 mm/s)
58.92,98.5,3.12,0.188,2.8,707.3,Warning,1,Oil temperature in warning range (90-105°C)
51.4,79.45,3.28,0.147,2.17,927.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
55.62,62.35,2.95,0.676,1.57,1089.7,Critical,2,Filter choked (ΔP >0.5 bar)
54.73,64.82,2.85,0.075,3.23,1755.4,Normal,0,None
35.34,78.09,2.88,0.107,0.78,12.1,Normal,0,None
67.32,95.47,2.71,0.131,8.3,87.7,Critical,2,Bearing/Alignment issue (High current + High vibration)
65.98,88.75,3.05,0.195,3.3,1467,Warning,1,Motor current in warning range (60-70A)
38.2,80.21,2.9,0.122,2.2,339.2,Normal,0,None
38.29,62.21,3.06,0.121,3.08,78.1,Normal,0,None
42.34,84.28,3.47,0.094,3.87,1578.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
49.49,84.93,3.18,0.003,1.28,1408.8,Normal,0,None
29.01,86.42,2.94,0.093,3.55,1897.4,Normal,0,None
56.43,102.76,3.67,0.019,2.77,784.3,Critical,2,Line pressure critically high (>3.6 bar)
27.43,70.37,3.11,0.153,3.65,1719.3,Normal,0,None
58.82,102.99,2.77,0.384,4.46,2245.1,Warning,1,Multiple parameters in warning range
42.95,62.66,2.87,0.281,3.02,2379,Warning,1,Service interval warning (2000-3000 hrs)
30.29,75.86,2.88,0.045,3.02,1158.2,Normal,0,None
49.04,72.91,3.01,0.065,0.29,796.8,Normal,0,None
40.43,69.43,3.11,0.166,1.53,401.5,Normal,0,None
68.14,60.92,3.13,0.079,1.51,70.1,Warning,1,Motor current in warning range (60-70A)
64.92,103.11,2.72,0.276,4.55,2075.7,Warning,1,Multiple parameters in warning range
30.53,100.6,2.66,0.534,7.84,3318.2,Critical,2,Service critical (>3000 hrs) - Service required
44.41,71.38,2.16,0.097,6.15,198.5,Critical,2,Line pressure critically low (<2.4 bar)
42.22,84.92,3.34,0.07,3.74,745.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
55.43,68.62,2.9,0.138,3.63,2577.1,Warning,1,Service interval warning (2000-3000 hrs)
3.6,67.74,2.83,0.121,3.23,203.9,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
44.58,87.04,3.05,0.009,1.78,1920.4,Normal,0,None
55.61,77.47,3.15,0.053,0.46,1505.3,Normal,0,None
27.1,62.86,2.87,0,1.14,1477.9,Normal,0,None
49.29,69.3,3.16,0.112,2.27,2831.2,Warning,1,Service interval warning (2000-3000 hrs)
33.37,79.71,2.85,0.104,5.06,1582.8,Warning,1,Vibration in warning range (4-7 mm/s)
54.89,97.1,3.18,0.235,0.26,230.5,Warning,1,Oil temperature in warning range (90-105°C)
55.34,63.52,3.36,0.141,1.66,1892.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.88,71.85,3.05,0.136,0.19,97.3,Normal,0,None
41,69.05,2.88,0.148,3.17,645.2,Normal,0,None
34.8,80.34,1.92,0.395,1.75,1202.6,Critical,2,Line pressure critically low (<2.4 bar)
70.95,71.58,3.24,0.113,4.99,138.2,Critical,2,Motor current critical (>70A)
44.71,71.99,3.24,0.141,3.99,1394.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.79,65.58,3.54,0.019,3.1,1943.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
30.9,74.85,2.73,0.024,2.57,1166.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
26.71,71.96,3.05,0.195,0.71,1498.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
45.22,63.61,2.92,0.281,3.42,2507.9,Warning,1,Service interval warning (2000-3000 hrs)
53.7,78.88,2.82,0.137,0.24,1228.7,Normal,0,None
53.88,83.77,3.75,0.38,4.86,2869.3,Critical,2,Line pressure critically high (>3.6 bar)
73.53,72.33,2.68,0.021,7.16,2852.9,Critical,2,Bearing/Alignment issue (High current + High vibration)
66.38,75.8,3.27,0.022,7.98,2692.1,Critical,2,Bearing/Alignment issue (High current + High vibration)
32.62,79.17,3.12,0.174,0.13,401.6,Normal,0,None
56.02,60.87,3.1,0.12,1.14,555.3,Normal,0,None
44.18,69.03,2.51,0.068,2.86,1625.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
56.34,104.34,2.97,0.215,2.91,666.1,Warning,1,Oil temperature in warning range (90-105°C)
37.91,68.5,3,0.121,1.11,82.8,Normal,0,None
45.82,74.3,2.83,0.007,3.97,582.8,Normal,0,None
34.74,83.96,3.02,0.061,0.26,519.5,Normal,0,None
33.86,65.34,3.11,0.159,2.3,1208.2,Normal,0,None
44.58,65.32,3.5,0.093,2.27,1291.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
33.31,59.94,2.95,0.141,3.5,2857.1,Warning,1,Service interval warning (2000-3000 hrs)
34.95,79.17,2.92,0.147,2.19,1884.8,Normal,0,None
38.03,85.07,2.8,0.101,0.28,256.1,Normal,0,None
36.65,67.54,3.15,0.003,2.09,1675.6,Normal,0,None
50.28,90.7,2.95,0.172,1.55,284.2,Warning,1,Oil temperature in warning range (90-105°C)
48.29,81.96,3.07,0.28,4.48,2553.9,Warning,1,Service interval warning (2000-3000 hrs)
26.54,78.32,3.56,0.03,0.86,522.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.22,77.16,3.09,0.007,0.26,1494.2,Normal,0,None
42.81,79.54,2.91,0.274,2.17,783,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
55.07,73.55,2.99,0.146,1.74,1972.3,Normal,0,None
54.67,99.47,2.73,0.33,3.37,1945.8,Warning,1,Multiple parameters in warning range
32.47,75.21,3.1,0.032,3.58,1300.5,Normal,0,None
50.47,76.39,3.3,0.023,3.8,672,Warning,1,Line pressure high warning (3.2-3.6 bar)
26.3,71.8,3.13,0.342,0.19,1998.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.64,61.63,3.33,0.087,3.93,1086.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
32.75,57.83,2.95,0.14,3.03,2749.7,Warning,1,Service interval warning (2000-3000 hrs)
